partnumber,VehicleRawProperties,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,Brand,UvdbFromYearID,UvdbToYearID,Action,,,,,,,,,,,,,,,,
STC-15-41005100-571,"{""VW Polo Mk 3 (6N/6N2)"":""1994-2002 (6N/6N2)""}",0,,1331,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-41005130-716,"{""VW Polo Mk 3 (6N/6N2)"":""1994-2002 (6N/6N2)""}",0,,1332,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51005112-571,"{""VW Polo Mk 4 (9N/9N3)"":""2002-2009 (9N/9N2/9N3)""}",0,,1333,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-510051143-601,"{""VW Polo Mk 4 (9N/9N3)"":""2002-2009 (9N/9N2/9N3)""}",0,,1334,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51005120-725,"{""VW Polo Mk 4 (9N/9N3)"":""2002-2009 (9N/9N2/9N3)""}",0,,1335,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51005130-716,"{""VW Polo Mk 4 (9N/9N3)"":""2002-2009 (9N/9N2/9N3)""}",0,,1336,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51005112-571,"{""VW Polo Mk 5 (6R/6C)"":""2009-2017 (6R/6C)""}",0,,1337,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-510051143-601,"{""VW Polo Mk 5 (6R/6C)"":""2009-2017 (6R/6C)""}",0,,1338,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51005120-725,"{""VW Polo Mk 5 (6R/6C)"":""2009-2017 (6R/6C)""}",0,,1339,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51005130-716,"{""VW Polo Mk 5 (6R/6C)"":""2009-2017 (6R/6C)""}",0,,1340,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51005112-571,"{""VW Polo Mk 6 (AW/BZ)"":""2017- (AW/BZ)""}",0,,1341,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-510051143-601,"{""VW Polo Mk 6 (AW/BZ)"":""2017- (AW/BZ)""}",0,,1342,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51005120-725,"{""VW Polo Mk 6 (AW/BZ)"":""2017- (AW/BZ)""}",0,,1343,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51005130-716,"{""VW Polo Mk 6 (AW/BZ)"":""2017- (AW/BZ)""}",0,,1344,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-41005100-571,"{""VW Scirocco Mk 1/2 (53/53B)"":""1974-1992""}",0,,1345,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-41005130-716,"{""VW Scirocco Mk 1/2 (53/53B)"":""1974-1992""}",0,,1346,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51125100-571,"{""VW Scirocco Mk 3 (13)"":""2008-2017 (13)""}",0,,1347,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125120-725,"{""VW Scirocco Mk 3 (13)"":""2008-2017 (13)""}",0,,1348,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125130-716,"{""VW Scirocco Mk 3 (13)"":""2008-2017 (13)""}",0,,1349,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51125100-571,"{""VW Sharan (7M/7N)"":""1995-2020 (7M/7N)""}",0,,1350,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125120-725,"{""VW Sharan (7M/7N)"":""1995-2020 (7M/7N)""}",0,,1351,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125130-716,"{""VW Sharan (7M/7N)"":""1995-2020 (7M/7N)""}",0,,1352,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51125100-571,"{""VW Tiguan Mk 1 (5N)"":""2007-2017 (5N)""}",0,,1353,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125120-725,"{""VW Tiguan Mk 1 (5N)"":""2007-2017 (5N)""}",0,,1354,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125130-716,"{""VW Tiguan Mk 1 (5N)"":""2007-2017 (5N)""}",0,,1355,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51125100-571,"{""VW Tiguan Mk 2"":""2017-""}",0,,1356,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125120-725,"{""VW Tiguan Mk 2"":""2017-""}",0,,1357,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125130-716,"{""VW Tiguan Mk 2"":""2017-""}",0,,1358,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51205112-571,"{""VW Touareg"":""2.5TDi2.5TDi Models Only, 2002-2010 (7L)""}",0,,1359,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51205130-716,"{""VW Touareg"":""2.5TDi2.5TDi Models Only, 2002-2010 (7L)""}",0,,1360,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51125100-571,"{""VW Touran"":""2003-2020""}",0,,1361,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125120-725,"{""VW Touran"":""2003-2020""}",0,,1362,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125130-716,"{""VW Touran"":""2003-2020""}",0,,1363,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51125100-571,"{""VW Transporter (T4)"":""1990-2003 (T4)""}",0,,1364,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125120-725,"{""VW Transporter (T4)"":""1990-2003 (T4)""}",0,,1365,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51125130-716,"{""VW Transporter (T4)"":""1990-2003 (T4)""}",0,,1366,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51205112-571,"{""VW Transporter (T5)"":""2003-2015 (T5)""}",0,,1367,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51205130-716,"{""VW Transporter (T5)"":""2003-2015 (T5)""}",0,,1368,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51205112-571,"{""VW Transporter (T6)"":""2015-2020 (T6)""}",0,,1369,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51205130-716,"{""VW Transporter (T6)"":""2015-2020 (T6)""}",0,,1370,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-41005100-571,"{""VW UP!"":""2011-""}",0,,1371,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-41005130-716,"{""VW UP!"":""2011-""}",0,,1372,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-41005100-571,"{""VW Vento (1H)"":""Excluding VR6 Model 1992-1999 (1H)""}",0,,1373,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-41005130-716,"{""VW Vento (1H)"":""Excluding VR6 Model 1992-1999 (1H)""}",0,,1374,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51005112-571,"{""VW Vento (1H)"":""VR6 1992-1999 (1H)""}",0,,1375,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-510051143-601,"{""VW Vento (1H)"":""VR6 1992-1999 (1H)""}",0,,1376,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-15-51005120-725,"{""VW Vento (1H)"":""VR6 1992-1999 (1H)""}",0,,1377,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-20-51005130-716,"{""VW Vento (1H)"":""VR6 1992-1999 (1H)""}",0,,1378,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi 100"":""""}",0,,1379,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi 100"":""""}",0,,1380,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi 100"":""""}",0,,1381,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5100-571,"{""Audi A1 (8X)"":""2010-2018""}",0,,1382,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5100-571,"{""Audi A1 (8X)"":""2010-2018""}",0,,1383,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51005100-571,"{""Audi A1 (8X)"":""2010-2018""}",0,,1384,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5100-571,"{""Audi A2"":""1999-2005""}",0,,1385,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5100-571,"{""Audi A2"":""1999-2005""}",0,,1386,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51005100-571,"{""Audi A2"":""1999-2005""}",0,,1387,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5100-571,"{""Audi A3 (8L)"":""Including S3 1996-2003 (8L)""}",0,,1388,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5100-571,"{""Audi A3 (8L)"":""Including S3 1996-2003 (8L)""}",0,,1389,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51005100-571,"{""Audi A3 (8L)"":""Including S3 1996-2003 (8L)""}",0,,1390,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A3 (8P)"":""Including S3 2003-2012 (8P)""}",0,,1391,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A3 (8P)"":""Including S3 2003-2012 (8P)""}",0,,1392,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi A3 (8P)"":""Including S3 2003-2012 (8P)""}",0,,1393,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A3 (8V)"":""Including S3 2012- (8V)""}",0,,1394,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A3 (8V)"":""Including S3 2012- (8V)""}",0,,1395,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi A3 (8V)"":""Including S3 2012- (8V)""}",0,,1396,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A4 (8E/8H)"":""Including S4 2000-2008 (8E/8H)""}",0,,1397,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A4 (8E/8H)"":""Including S4 2000-2008 (8E/8H)""}",0,,1398,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi A4 (8E/8H)"":""Including S4 2000-2008 (8E/8H)""}",0,,1399,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A6 (4A)"":""Including S6 1994-1997 (4A)""}",0,,1400,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A6 (4A)"":""Including S6 1994-1997 (4A)""}",0,,1401,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi A6 (4A)"":""Including S6 1994-1997 (4A)""}",0,,1402,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A6 (4B)"":""Including S6 1997-2004 (4B)""}",0,,1403,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A6 (4B)"":""Including S6 1997-2004 (4B)""}",0,,1404,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi A6 (4B)"":""Including S6 1997-2004 (4B)""}",0,,1405,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A6 (4F)"":""Including S6 2004-2011 (4F)""}",0,,1406,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A6 (4F)"":""Including S6 2004-2011 (4F)""}",0,,1407,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi A6 (4F)"":""Including S6 2004-2011 (4F)""}",0,,1408,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A8 (4D)"":""Including S8 1994-2002 (4D)""}",0,,1409,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A8 (4D)"":""Including S8 1994-2002 (4D)""}",0,,1410,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi A8 (4D)"":""Including S8 1994-2002 (4D)""}",0,,1411,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A8 (4E)"":""Including S8 2002-2009 (4E)""}",0,,1412,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi A8 (4E)"":""Including S8 2002-2009 (4E)""}",0,,1413,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi A8 (4E)"":""Including S8 2002-2009 (4E)""}",0,,1414,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi Q3"":""2011- (8U)""}",0,,1415,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi Q3"":""2011- (8U)""}",0,,1416,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi Q3"":""2011- (8U)""}",0,,1417,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi R8"":""2006-2015""}",0,,1418,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi R8"":""2006-2015""}",0,,1419,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi R8"":""2006-2015""}",0,,1420,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi R8"":""2015-""}",0,,1421,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi R8"":""2015-""}",0,,1422,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi R8"":""2015-""}",0,,1423,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5100-571,"{""Audi TT (8N)"":""1998-2006 (8N)""}",0,,1424,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5100-571,"{""Audi TT (8N)"":""1998-2006 (8N)""}",0,,1425,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51005100-571,"{""Audi TT (8N)"":""1998-2006 (8N)""}",0,,1426,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi TT (8J)"":""2006-2014 (8J)""}",0,,1427,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Audi TT (8J)"":""2006-2014 (8J)""}",0,,1428,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Audi TT (8J)"":""2006-2014 (8J)""}",0,,1429,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 1 Series (E81/E82/E87/E88)"":""2004-2011 (E81/E82/E87/E88)""}",0,,1430,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 1 Series (E81/E82/E87/E88)"":""2004-2011 (E81/E82/E87/E88)""}",0,,1431,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 1 Series (E81/E82/E87/E88)"":""2004-2011 (E81/E82/E87/E88)""}",0,,1432,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-4100-571,"{""BMW 3 Series (E30)"":""1983-1991 (E30)""}",0,,1433,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-4100-571,"{""BMW 3 Series (E30)"":""1983-1991 (E30)""}",0,,1434,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-41004100-571,"{""BMW 3 Series (E30)"":""1983-1991 (E30)""}",0,,1435,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 3 Series (E36)"":""1991-2000 (E36)""}",0,,1436,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 3 Series (E36)"":""1991-2000 (E36)""}",0,,1437,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 3 Series (E36)"":""1991-2000 (E36)""}",0,,1438,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 3 Series (E46)"":""1998-2006 (E46)""}",0,,1439,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 3 Series (E46)"":""1998-2006 (E46)""}",0,,1440,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 3 Series (E46)"":""1998-2006 (E46)""}",0,,1441,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 3 Series (E90/E91/E92/E93)"":""2005-2011 (E90/E91/E92/E93)""}",0,,1442,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 3 Series (E90/E91/E92/E93)"":""2005-2011 (E90/E91/E92/E93)""}",0,,1443,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 3 Series (E90/E91/E92/E93)"":""2005-2011 (E90/E91/E92/E93)""}",0,,1444,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 5 Series (E28)"":""1981-1988 (E28)""}",0,,1445,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 5 Series (E28)"":""1981-1988 (E28)""}",0,,1446,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 5 Series (E28)"":""1981-1988 (E28)""}",0,,1447,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 5 Series (E34)"":""1988-1996 (E34)""}",0,,1448,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 5 Series (E34)"":""1988-1996 (E34)""}",0,,1449,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 5 Series (E34)"":""1988-1996 (E34)""}",0,,1450,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 5 Series (E60/E61)"":""2003-2010 (E60/E61)""}",0,,1451,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 5 Series (E60/E61)"":""2003-2010 (E60/E61)""}",0,,1452,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 5 Series (E60/E61)"":""2003-2010 (E60/E61)""}",0,,1453,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 6 Series  (E63/E64)"":""2003-2010 (E63/64)""}",0,,1454,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 6 Series  (E63/E64)"":""2003-2010 (E63/64)""}",0,,1455,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 6 Series  (E63/E64)"":""2003-2010 (E63/64)""}",0,,1456,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 7 Series (E32)"":""1986-1994 (E32)""}",0,,1457,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 7 Series (E32)"":""1986-1994 (E32)""}",0,,1458,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 7 Series (E32)"":""1986-1994 (E32)""}",0,,1459,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 7 Series (E38)"":""1994-2001 (E38)""}",0,,1460,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 7 Series (E38)"":""1994-2001 (E38)""}",0,,1461,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 7 Series (E38)"":""1994-2001 (E38)""}",0,,1462,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 8 Series (E31)"":""1989-1999 (E31)""}",0,,1463,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW 8 Series (E31)"":""1989-1999 (E31)""}",0,,1464,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW 8 Series (E31)"":""1989-1999 (E31)""}",0,,1465,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW X1 (E84)"":""2009-2015 (E84)""}",0,,1466,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW X1 (E84)"":""2009-2015 (E84)""}",0,,1467,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW X1 (E84)"":""2009-2015 (E84)""}",0,,1468,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW Z3"":""1995-2003 (E36)""}",0,,1469,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW Z3"":""1995-2003 (E36)""}",0,,1470,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW Z3"":""1995-2003 (E36)""}",0,,1471,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW Z4"":""2002-2008 (E85/E86)""}",0,,1472,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW Z4"":""2002-2008 (E85/E86)""}",0,,1473,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW Z4"":""2002-2008 (E85/E86)""}",0,,1474,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW Z4"":""2009-2017 (E89)""}",0,,1475,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW Z4"":""2009-2017 (E89)""}",0,,1476,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW Z4"":""2009-2017 (E89)""}",0,,1477,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW Z4"":""2018- (G29)""}",0,,1478,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW Z4"":""2018- (G29)""}",0,,1479,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW Z4"":""2018- (G29)""}",0,,1480,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW Z8 (E52)"":""2000-2003 (E52)""}",0,,1481,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5120-725,"{""BMW Z8 (E52)"":""2000-2003 (E52)""}",0,,1482,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51205120-725,"{""BMW Z8 (E52)"":""2000-2003 (E52)""}",0,,1483,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Ford Galaxy"":""1995-2006""}",0,,1484,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Ford Galaxy"":""1995-2006""}",0,,1485,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Ford Galaxy"":""1995-2006""}",0,,1486,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Seat Alhambra"":""1996- (7M/7N)""}",0,,1487,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Seat Alhambra"":""1996- (7M/7N)""}",0,,1488,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Seat Alhambra"":""1996- (7M/7N)""}",0,,1489,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Seat Altea"":""2004-2015 (5P)""}",0,,1490,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-5112-571,"{""Seat Altea"":""2004-2015 (5P)""}",0,,1491,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-51125112-571,"{""Seat Altea"":""2004-2015 (5P)""}",0,,1492,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-4100-571,"{""Seat Arosa"":""1997-2005 (6H)""}",0,,1493,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-4100-571,"{""Seat Arosa"":""1997-2005 (6H)""}",0,,1494,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
STC-41004100-571,"{""Seat Arosa"":""1997-2005 (6H)""}",0,,1495,,United Kingdom,Stanced Uk,,,ADD,,,,,,,,,,,,,,,,
