partnumber,VehicleRawProperties_asli,VehicleRawProperties,make,Model,engine,Years,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,UvdbFromYearID,UvdbToYearID,Action,format_data,format_data
32756,CASE CY/MX/Magnum/Maxxum,CASE CY/MX/Magnum/Maxxum,,,,,,,,,,,,,"{""make"": ""CASE"", ""model"": ""CY/MX/Magnum/Maxxum"", ""engine"": """"}","{""make"": ""CASE"", ""model"": ""CY/MX/Magnum/Maxxum"", ""engine"": """"}"
32756G,CASE CY/MX/Magnum/Maxxum,CASE CY/MX/Magnum/Maxxum,,,,,,,,,,,,,"{""make"": ""CASE"", ""model"": ""CY/MX/Magnum/Maxxum"", ""engine"": """"}","{""make"": ""CASE"", ""model"": ""CY/MX/Magnum/Maxxum"", ""engine"": """"}"
32757,DEUTZ-FAHR Agroplus,DEUTZ-FAHR Agroplus,,,,,,,,,,,,,"{""make"": ""DEUTZ-FAHR"", ""model"": ""Agroplus"", ""engine"": """"}","{""make"": ""DEUTZ-FAHR"", ""model"": ""Agroplus"", ""engine"": """"}"
32757G,DEUTZ-FAHR Agroplus,DEUTZ-FAHR Agroplus,,,,,,,,,,,,,"{""make"": ""DEUTZ-FAHR"", ""model"": ""Agroplus"", ""engine"": """"}","{""make"": ""DEUTZ-FAHR"", ""model"": ""Agroplus"", ""engine"": """"}"
32758,CLAAS Challenger,CLAAS Challenger,,,,,,,,,,,,,"{""make"": ""CLAAS"", ""model"": ""Challenger"", ""engine"": """"}","{""make"": ""CLAAS"", ""model"": ""Challenger"", ""engine"": """"}"
32758G,CLAAS Challenger,CLAAS Challenger,,,,,,,,,,,,,"{""make"": ""CLAAS"", ""model"": ""Challenger"", ""engine"": """"}","{""make"": ""CLAAS"", ""model"": ""Challenger"", ""engine"": """"}"
32759,CASE NEW HOLLAND TS-Series,CASE NEW HOLLAND TS-Series,,,,,,,,,,,,,"{""make"": ""CASE"", ""model"": ""NEW"", ""engine"": ""HOLLAND""}","{""make"": ""CASE"", ""model"": ""NEW"", ""engine"": ""HOLLAND""}"
32759G,CASE NEW HOLLAND TS-Series,CASE NEW HOLLAND TS-Series,,,,,,,,,,,,,"{""make"": ""CASE"", ""model"": ""NEW"", ""engine"": ""HOLLAND""}","{""make"": ""CASE"", ""model"": ""NEW"", ""engine"": ""HOLLAND""}"
32760,CASE NEW HOLLAND Various,CASE NEW HOLLAND Various,,,,,,,,,,,,,"{""make"": ""CASE"", ""model"": ""NEW"", ""engine"": ""HOLLAND""}","{""make"": ""CASE"", ""model"": ""NEW"", ""engine"": ""HOLLAND""}"
32760G,CASE NEW HOLLAND Various,CASE NEW HOLLAND Various,,,,,,,,,,,,,"{""make"": ""CASE"", ""model"": ""NEW"", ""engine"": ""HOLLAND""}","{""make"": ""CASE"", ""model"": ""NEW"", ""engine"": ""HOLLAND""}"
32761G,UNIVERSAL,UNIVERSAL,,,,,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}"
32762G,DEUTZ-FAHR Agrosun 100,DEUTZ-FAHR Agrosun 100,,,,,,,,,,,,,"{""make"": ""DEUTZ-FAHR"", ""model"": ""Agrosun"", ""engine"": ""100""}","{""make"": ""DEUTZ-FAHR"", ""model"": ""Agrosun"", ""engine"": ""100""}"
32763G,CLAAS Jaguar/Lexion/Medion/Mega,CLAAS Jaguar/Lexion/Medion/Mega,,,,,,,,,,,,,"{""make"": ""CLAAS"", ""model"": ""Jaguar/Lexion/Medion/Mega"", ""engine"": """"}","{""make"": ""CLAAS"", ""model"": ""Jaguar/Lexion/Medion/Mega"", ""engine"": """"}"
32764G,Universal,Universal,,,,,,,,,,,,,"{""make"": ""Universal"", ""model"": """", ""engine"": """"}","{""make"": ""Universal"", ""model"": """", ""engine"": """"}"
32765G,Universal,Universal,,,,,,,,,,,,,"{""make"": ""Universal"", ""model"": """", ""engine"": """"}","{""make"": ""Universal"", ""model"": """", ""engine"": """"}"
32767,DEUTZ FAHR Agrofarm/Agrotron,DEUTZ FAHR Agrofarm/Agrotron,,,,,,,,,,,,,"{""make"": ""DEUTZ"", ""model"": ""FAHR"", ""engine"": ""Agrofarm/Agrotron""}","{""make"": ""DEUTZ"", ""model"": ""FAHR"", ""engine"": ""Agrofarm/Agrotron""}"
32767G,DEUTZ FAHR Agrofarm/Agrotron,DEUTZ FAHR Agrofarm/Agrotron,,,,,,,,,,,,,"{""make"": ""DEUTZ"", ""model"": ""FAHR"", ""engine"": ""Agrofarm/Agrotron""}","{""make"": ""DEUTZ"", ""model"": ""FAHR"", ""engine"": ""Agrofarm/Agrotron""}"
32768,Universal,Universal,,,,,,,,,,,,,"{""make"": ""Universal"", ""model"": """", ""engine"": """"}","{""make"": ""Universal"", ""model"": """", ""engine"": """"}"
32769,VOLVO FL6 09/1985-03/2000,VOLVO FL6 09/03/2000,,,,1985,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""FL6"", ""engine"": ""09/03/2000""}","{""make"": ""VOLVO"", ""model"": ""FL6"", ""engine"": ""09/03/2000""}"
32769G,VOLVO FL6 09/1985-03/2000,VOLVO FL6 09/03/2000,,,,1985,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""FL6"", ""engine"": ""09/03/2000""}","{""make"": ""VOLVO"", ""model"": ""FL6"", ""engine"": ""09/03/2000""}"
32770,Universal,Universal,,,,,,,,,,,,,"{""make"": ""Universal"", ""model"": """", ""engine"": """"}","{""make"": ""Universal"", ""model"": """", ""engine"": """"}"
32770G,LIEBHERR Various,LIEBHERR Various,,,,,,,,,,,,,"{""make"": ""LIEBHERR"", ""model"": ""Various"", ""engine"": """"}","{""make"": ""LIEBHERR"", ""model"": ""Various"", ""engine"": """"}"
32771,Massey Ferguson 5400/7400 Series,Massey Ferguson 5400/7400 Series,,,,,,,,,,,,,"{""make"": ""Massey"", ""model"": ""Ferguson"", ""engine"": ""5400/7400""}","{""make"": ""Massey"", ""model"": ""Ferguson"", ""engine"": ""5400/7400""}"
32771G,Massey Ferguson 5400/7400 Series,Massey Ferguson 5400/7400 Series,,,,,,,,,,,,,"{""make"": ""Massey"", ""model"": ""Ferguson"", ""engine"": ""5400/7400""}","{""make"": ""Massey"", ""model"": ""Ferguson"", ""engine"": ""5400/7400""}"
32772,CITROËN C4 2.0D 07-,CITROËN C4 2.0D ,,,,2007,,,,,,,,,"{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""C4"", ""engine"": ""2.0D""}","{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""C4"", ""engine"": ""2.0D""}"
32772G,CITROËN C4 2.0D 07-,CITROËN C4 2.0D ,,,,2007,,,,,,,,,"{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""C4"", ""engine"": ""2.0D""}","{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""C4"", ""engine"": ""2.0D""}"
32773G,PEUGEOT 407 3.0 04-,PEUGEOT 407 3.0 ,,,,2004,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""407"", ""engine"": ""3.0""}","{""make"": ""PEUGEOT"", ""model"": ""407"", ""engine"": ""3.0""}"
32774G,SAAB 9-3 2.8 03-,SAAB 9-3 2.8 ,,,,2003,,,,,,,,,"{""make"": ""SAAB"", ""model"": ""9-3"", ""engine"": ""2.8""}","{""make"": ""SAAB"", ""model"": ""9-3"", ""engine"": ""2.8""}"
32775,OPEL Corsa 1.2 01-,OPEL Corsa 1.2 ,,,,2001,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Corsa"", ""engine"": ""1.2""}"
32776G,SUZUKI Grand Vitara 1.9D 05-,SUZUKI Grand Vitara 1.9D ,,,,2005,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}","{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}"
32777,AUDI A8 4.2 03-,AUDI A8 4.2 ,,,,2003,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""A8"", ""engine"": ""4.2""}","{""make"": ""AUDI"", ""model"": ""A8"", ""engine"": ""4.2""}"
32779,CITROËN Jumper 2.8D 02-,CITROËN Jumper 2.8D ,,,,2002,,,,,,,,,"{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""Jumper"", ""engine"": ""2.8D""}","{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""Jumper"", ""engine"": ""2.8D""}"
32780,DAF XF 106 12-,DAF XF 106 ,,,,2012,,,,,,,,,"{""make"": ""DAF"", ""model"": ""XF"", ""engine"": ""106""}","{""make"": ""DAF"", ""model"": ""XF"", ""engine"": ""106""}"
32780G,DAF XF 106 12-,DAF XF 106 ,,,,2012,,,,,,,,,"{""make"": ""DAF"", ""model"": ""XF"", ""engine"": ""106""}","{""make"": ""DAF"", ""model"": ""XF"", ""engine"": ""106""}"
32781,OPEL Astra 1.7D 10-,OPEL Astra 1.7D ,,,,2010,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Astra"", ""engine"": ""1.7D""}","{""make"": ""OPEL"", ""model"": ""Astra"", ""engine"": ""1.7D""}"
32782,OPEL Meriva 1.4 10-,OPEL Meriva 1.4 ,,,,2010,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Meriva"", ""engine"": ""1.4""}","{""make"": ""OPEL"", ""model"": ""Meriva"", ""engine"": ""1.4""}"
32783,ALFA-ROMEO Giulietta 1.6D 10-,ALFA-ROMEO Giulietta 1.6D ,,,,2010,,,,,,,,,"{""make"": ""ALFA-ROMEO"", ""model"": ""Giulietta"", ""engine"": ""1.6D""}","{""make"": ""ALFA-ROMEO"", ""model"": ""Giulietta"", ""engine"": ""1.6D""}"
32784,NISSAN Qashqai 1.6i 10-,NISSAN Qashqai 1.6i ,,,,2010,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.6i""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.6i""}"
32784G,NISSAN Qashqai 1.6i 10-,NISSAN Qashqai 1.6i ,,,,2010,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.6i""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.6i""}"
32785,ALFA-ROMEO Giulietta 1.4 10-,ALFA-ROMEO Giulietta 1.4 ,,,,2010,,,,,,,,,"{""make"": ""ALFA-ROMEO"", ""model"": ""Giulietta"", ""engine"": ""1.4""}","{""make"": ""ALFA-ROMEO"", ""model"": ""Giulietta"", ""engine"": ""1.4""}"
32785G,ALFA-ROMEO Giulietta 1.4 10-,ALFA-ROMEO Giulietta 1.4 ,,,,2010,,,,,,,,,"{""make"": ""ALFA-ROMEO"", ""model"": ""Giulietta"", ""engine"": ""1.4""}","{""make"": ""ALFA-ROMEO"", ""model"": ""Giulietta"", ""engine"": ""1.4""}"
32788,OPEL Astra 1.7D 10-,OPEL Astra 1.7D ,,,,2010,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Astra"", ""engine"": ""1.7D""}","{""make"": ""OPEL"", ""model"": ""Astra"", ""engine"": ""1.7D""}"
32788G,OPEL Astra 1.7D 10-,OPEL Astra 1.7D ,,,,2010,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Astra"", ""engine"": ""1.7D""}","{""make"": ""OPEL"", ""model"": ""Astra"", ""engine"": ""1.7D""}"
32789,OPEL Zafira 2.0D 12-,OPEL Zafira 2.0D ,,,,2012,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Zafira"", ""engine"": ""2.0D""}","{""make"": ""OPEL"", ""model"": ""Zafira"", ""engine"": ""2.0D""}"
32790,OPEL Meriva 1.4 10-,OPEL Meriva 1.4 ,,,,2010,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Meriva"", ""engine"": ""1.4""}","{""make"": ""OPEL"", ""model"": ""Meriva"", ""engine"": ""1.4""}"
32791,OPEL Astra 1.6 10-,OPEL Astra 1.6 ,,,,2010,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Astra"", ""engine"": ""1.6""}","{""make"": ""OPEL"", ""model"": ""Astra"", ""engine"": ""1.6""}"
32792,FIAT 500 13-,FIAT 500 ,,,,2013,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""500"", ""engine"": """"}","{""make"": ""FIAT"", ""model"": ""500"", ""engine"": """"}"
32793,FIAT 500 1.3D 13-,FIAT 500 1.3D ,,,,2013,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""500"", ""engine"": ""1.3D""}","{""make"": ""FIAT"", ""model"": ""500"", ""engine"": ""1.3D""}"
32793G,FIAT 500 1.3D 13-,FIAT 500 1.3D ,,,,2013,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""500"", ""engine"": ""1.3D""}","{""make"": ""FIAT"", ""model"": ""500"", ""engine"": ""1.3D""}"
32795G,UNIVERSAL,UNIVERSAL,,,,,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}"
32796,VW Transporter 2.0D 03-,VW Transporter 2.0D ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""2.0D""}","{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""2.0D""}"
32797G,KOBELCO SK130 - SK235,KOBELCO SK130 - SK235,,,,,,,,,,,,,"{""make"": ""KOBELCO"", ""model"": ""SK130"", ""engine"": ""-""}","{""make"": ""KOBELCO"", ""model"": ""SK130"", ""engine"": ""-""}"
32798,AGCO Sprayer Rogator/Terragator,AGCO Sprayer Rogator/Terragator,,,,,,,,,,,,,"{""make"": ""AGCO"", ""model"": ""Sprayer"", ""engine"": ""Rogator/Terragator""}","{""make"": ""AGCO"", ""model"": ""Sprayer"", ""engine"": ""Rogator/Terragator""}"
32798G,AGCO Sprayer Rogator/Terragator,AGCO Sprayer Rogator/Terragator,,,,,,,,,,,,,"{""make"": ""AGCO"", ""model"": ""Sprayer"", ""engine"": ""Rogator/Terragator""}","{""make"": ""AGCO"", ""model"": ""Sprayer"", ""engine"": ""Rogator/Terragator""}"
32799G,UNIVERSAL,UNIVERSAL,,,,,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}"
32800G,UNIVERSAL SD5H09-5072,UNIVERSAL SD5H5072,,,,2009,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": ""SD5H5072"", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": ""SD5H5072"", ""engine"": """"}"
32801G,UNIVERSAL,UNIVERSAL,,,,,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}"
32802,UNIVERSAL 6332,UNIVERSAL 6332,,,,,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": ""6332"", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": ""6332"", ""engine"": """"}"
32802G,UNIVERSAL SD5H11-6332,UNIVERSAL SD5H6332,,,,2011,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": ""SD5H6332"", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": ""SD5H6332"", ""engine"": """"}"
32803G,UNIVERSAL,UNIVERSAL,,,,,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}"
32804G,UNIVERSAL,UNIVERSAL,,,,,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}"
32805G,UNIVERSAL,UNIVERSAL,,,,,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}"
32806G,UNIVERSAL,UNIVERSAL,,,,,,,,,,,,,"{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}","{""make"": ""UNIVERSAL"", ""model"": """", ""engine"": """"}"
32807G,LIEBHERR Excavator 900 Series 05-,LIEBHERR Excavator 900 Series ,,,,2005,,,,,,,,,"{""make"": ""LIEBHERR"", ""model"": ""Excavator"", ""engine"": ""900""}","{""make"": ""LIEBHERR"", ""model"": ""Excavator"", ""engine"": ""900""}"
32808G,DAF CF 75 06-,DAF CF 75 ,,,,2006,,,,,,,,,"{""make"": ""DAF"", ""model"": ""CF"", ""engine"": ""75""}","{""make"": ""DAF"", ""model"": ""CF"", ""engine"": ""75""}"
32809,VW Transporter 2.0D 03-,VW Transporter 2.0D ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""2.0D""}","{""make"": ""VW"", ""model"": ""Transporter"", ""engine"": ""2.0D""}"
32810,FIAT Punto 1.2 00-,FIAT Punto 1.2 ,,,,2000,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""Punto"", ""engine"": ""1.2""}","{""make"": ""FIAT"", ""model"": ""Punto"", ""engine"": ""1.2""}"
32812,FORD Mondeo 2.0 07-,FORD Mondeo 2.0 ,,,,2007,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""2.0""}","{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""2.0""}"
32812G,FORD Mondeo 2.0 07-,FORD Mondeo 2.0 ,,,,2007,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""2.0""}","{""make"": ""FORD"", ""model"": ""Mondeo"", ""engine"": ""2.0""}"
32813,VOLVO XC60 2.0D 09-,VOLVO XC60 2.0D ,,,,2009,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""XC60"", ""engine"": ""2.0D""}","{""make"": ""VOLVO"", ""model"": ""XC60"", ""engine"": ""2.0D""}"
32814,CLAAS Combine / UNIVERSAL,CLAAS Combine / UNIVERSAL,,,,,,,,,,,,,"{""make"": ""CLAAS"", ""model"": ""Combine"", ""engine"": ""/""}","{""make"": ""CLAAS"", ""model"": ""Combine"", ""engine"": ""/""}"
32814G,CLAAS Combine / UNIVERSAL,CLAAS Combine / UNIVERSAL,,,,,,,,,,,,,"{""make"": ""CLAAS"", ""model"": ""Combine"", ""engine"": ""/""}","{""make"": ""CLAAS"", ""model"": ""Combine"", ""engine"": ""/""}"
32816,FORD Focus 1.6D 11-,FORD Focus 1.6D ,,,,2011,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Focus"", ""engine"": ""1.6D""}","{""make"": ""FORD"", ""model"": ""Focus"", ""engine"": ""1.6D""}"
32817,VW Crafter 2.0D 06-,VW Crafter 2.0D ,,,,2006,,,,,,,,,"{""make"": ""VW"", ""model"": ""Crafter"", ""engine"": ""2.0D""}","{""make"": ""VW"", ""model"": ""Crafter"", ""engine"": ""2.0D""}"
32817G,VW Crafter 2.0D 06-,VW Crafter 2.0D ,,,,2006,,,,,,,,,"{""make"": ""VW"", ""model"": ""Crafter"", ""engine"": ""2.0D""}","{""make"": ""VW"", ""model"": ""Crafter"", ""engine"": ""2.0D""}"
32818,VAUXHALL Vectra 1.8 02-,VAUXHALL Vectra 1.8 ,,,,2002,,,,,,,,,"{""make"": ""VAUXHALL"", ""model"": ""Vectra"", ""engine"": ""1.8""}","{""make"": ""VAUXHALL"", ""model"": ""Vectra"", ""engine"": ""1.8""}"
32818G,VAUXHALL Vectra 1.8 02-,VAUXHALL Vectra 1.8 ,,,,2002,,,,,,,,,"{""make"": ""VAUXHALL"", ""model"": ""Vectra"", ""engine"": ""1.8""}","{""make"": ""VAUXHALL"", ""model"": ""Vectra"", ""engine"": ""1.8""}"
32819,PEUGEOT 3008 2.0D 09-,PEUGEOT 3008 2.0D ,,,,2009,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""3008"", ""engine"": ""2.0D""}","{""make"": ""PEUGEOT"", ""model"": ""3008"", ""engine"": ""2.0D""}"
32820G,MAZDA 3 1.6 09-,MAZDA 3 1.6 ,,,,2009,,,,,,,,,"{""make"": ""MAZDA"", ""model"": ""3"", ""engine"": ""1.6""}","{""make"": ""MAZDA"", ""model"": ""3"", ""engine"": ""1.6""}"
32821,MERCEDES TRUCKS AXOR I/II,MERCEDES TRUCKS AXOR I/II,,,,,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""TRUCKS"", ""engine"": ""AXOR""}","{""make"": ""MERCEDES"", ""model"": ""TRUCKS"", ""engine"": ""AXOR""}"
32823,FENDT FARMER,FENDT FARMER,,,,,,,,,,,,,"{""make"": ""FENDT"", ""model"": ""FARMER"", ""engine"": """"}","{""make"": ""FENDT"", ""model"": ""FARMER"", ""engine"": """"}"
32824,MERCEDES Vario 4.2D 97-,MERCEDES Vario 4.2D ,,,,1997,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Vario"", ""engine"": ""4.2D""}","{""make"": ""MERCEDES"", ""model"": ""Vario"", ""engine"": ""4.2D""}"
32825,BMW 3 2.0D 05-,BMW 3 2.0D ,,,,2005,,,,,,,,,"{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""2.0D""}","{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""2.0D""}"
32826,PEUGEOT 807 2.2D 03-,PEUGEOT 807 2.2D ,,,,2003,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""807"", ""engine"": ""2.2D""}","{""make"": ""PEUGEOT"", ""model"": ""807"", ""engine"": ""2.2D""}"
32827,FORD Transit 2.2D 06-,FORD Transit 2.2D ,,,,2006,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.2D""}","{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.2D""}"
32827G,FORD Transit 2.2D 06-,FORD Transit 2.2D ,,,,2006,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.2D""}","{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""2.2D""}"
32828,Caterpillar Wheelloader 980H,Caterpillar Wheelloader 980H,,,,,,,,,,,,,"{""make"": ""Caterpillar"", ""model"": ""Wheelloader"", ""engine"": ""980H""}","{""make"": ""Caterpillar"", ""model"": ""Wheelloader"", ""engine"": ""980H""}"
32828G,Caterpillar Wheelloader 980H,Caterpillar Wheelloader 980H,,,,,,,,,,,,,"{""make"": ""Caterpillar"", ""model"": ""Wheelloader"", ""engine"": ""980H""}","{""make"": ""Caterpillar"", ""model"": ""Wheelloader"", ""engine"": ""980H""}"
32829,"MB SK, ACTROS PK11","MB SK, ACTROS PK11",,,,,,,,,,,,,"{""make"": ""MB"", ""model"": ""SK,"", ""engine"": ""ACTROS""}","{""make"": ""MB"", ""model"": ""SK,"", ""engine"": ""ACTROS""}"
32830,FORD Transit 1.8D 02-,FORD Transit 1.8D ,,,,2002,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""1.8D""}","{""make"": ""FORD"", ""model"": ""Transit"", ""engine"": ""1.8D""}"
32831,BMW 1 2.0D 05-,BMW 1 2.0D ,,,,2005,,,,,,,,,"{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""2.0D""}","{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""2.0D""}"
32831G,BMW 1 2.0D 05-,BMW 1 2.0D ,,,,2005,,,,,,,,,"{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""2.0D""}","{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""2.0D""}"
32832,BMW 3 2.5 05-,BMW 3 2.5 ,,,,2005,,,,,,,,,"{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""2.5""}","{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""2.5""}"
32833,BMW X5 3.0D 07-,BMW X5 3.0D ,,,,2007,,,,,,,,,"{""make"": ""BMW"", ""model"": ""X5"", ""engine"": ""3.0D""}","{""make"": ""BMW"", ""model"": ""X5"", ""engine"": ""3.0D""}"
32834G,BMW 5 4.4 10-,BMW 5 4.4 ,,,,2010,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""4.4""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""4.4""}"
32836,BMW 4 Series 13-,BMW 4 Series ,,,,2013,,,,,,,,,"{""make"": ""BMW"", ""model"": ""4"", ""engine"": ""Series""}","{""make"": ""BMW"", ""model"": ""4"", ""engine"": ""Series""}"
32837,BMW 3 2.0D 05-,BMW 3 2.0D ,,,,2005,,,,,,,,,"{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""2.0D""}","{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""2.0D""}"
32837G,BMW 3 2.0D 05-,BMW 3 2.0D ,,,,2005,,,,,,,,,"{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""2.0D""}","{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""2.0D""}"
32838,BMW 1 2.0D 11-,BMW 1 2.0D ,,,,2011,,,,,,,,,"{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""2.0D""}","{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""2.0D""}"
32838G,BMW 1 2.0D 11-,BMW 1 2.0D ,,,,2011,,,,,,,,,"{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""2.0D""}","{""make"": ""BMW"", ""model"": ""1"", ""engine"": ""2.0D""}"
32839,FORD Fiesta 09-,FORD Fiesta ,,,,2009,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": """"}","{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": """"}"
32840,FORD Fiesta 1.2 09-,FORD Fiesta 1.2 ,,,,2009,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.2""}","{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.2""}"
32840G,FORD Fiesta 1.2 09-,FORD Fiesta 1.2 ,,,,2009,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.2""}","{""make"": ""FORD"", ""model"": ""Fiesta"", ""engine"": ""1.2""}"
32841,FORD Focus 1.6 11-,FORD Focus 1.6 ,,,,2011,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Focus"", ""engine"": ""1.6""}","{""make"": ""FORD"", ""model"": ""Focus"", ""engine"": ""1.6""}"
32842,FORD S-Max 2.0D 06-,FORD S-Max 2.0D ,,,,2006,,,,,,,,,"{""make"": ""FORD"", ""model"": ""S-Max"", ""engine"": ""2.0D""}","{""make"": ""FORD"", ""model"": ""S-Max"", ""engine"": ""2.0D""}"
32843,FORD Focus 1.0 11-,FORD Focus 1.0 ,,,,2011,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Focus"", ""engine"": ""1.0""}","{""make"": ""FORD"", ""model"": ""Focus"", ""engine"": ""1.0""}"
32845G,FORD Focus 2.0 11-,FORD Focus 2.0 ,,,,2011,,,,,,,,,"{""make"": ""FORD"", ""model"": ""Focus"", ""engine"": ""2.0""}","{""make"": ""FORD"", ""model"": ""Focus"", ""engine"": ""2.0""}"
32846,LAND-ROVER Evoque 2.0 12-,LAND-ROVER Evoque 2.0 ,,,,2012,,,,,,,,,"{""make"": ""LAND-ROVER"", ""model"": ""Evoque"", ""engine"": ""2.0""}","{""make"": ""LAND-ROVER"", ""model"": ""Evoque"", ""engine"": ""2.0""}"
