partnumber,VehicleRawProperties_asli,VehicleRawProperties,make,Model,engine,Years,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,UvdbFromYearID,UvdbToYearID,Action,format_data,format_data
53843A,RENAULT Megane 1.9D 03-,RENAULT Megane 1.9D ,,,,2003,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Megane"", ""engine"": ""1.9D""}","{""make"": ""RENAULT"", ""model"": ""Megane"", ""engine"": ""1.9D""}"
53844,SAAB 9-5 1.9D 98-,SAAB 9-5 1.9D ,,,,1998,,,,,,,,,"{""make"": ""SAAB"", ""model"": ""9-5"", ""engine"": ""1.9D""}","{""make"": ""SAAB"", ""model"": ""9-5"", ""engine"": ""1.9D""}"
53845,HYUNDAI i30 1.4 07-,HYUNDAI i30 1.4 ,,,,2007,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""i30"", ""engine"": ""1.4""}","{""make"": ""HYUNDAI"", ""model"": ""i30"", ""engine"": ""1.4""}"
53846,NISSAN Qashqai 1.6 07-,NISSAN Qashqai 1.6 ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.6""}","{""make"": ""NISSAN"", ""model"": ""Qashqai"", ""engine"": ""1.6""}"
53847,KIA Carens 1.8 00-,KIA Carens 1.8 ,,,,2000,,,,,,,,,"{""make"": ""KIA"", ""model"": ""Carens"", ""engine"": ""1.8""}","{""make"": ""KIA"", ""model"": ""Carens"", ""engine"": ""1.8""}"
53849,BMW 3 1.6 91-,BMW 3 1.6 ,,,,1991,,,,,,,,,"{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""1.6""}","{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""1.6""}"
53849A,BMW 3 1.6 91-,BMW 3 1.6 ,,,,1991,,,,,,,,,"{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""1.6""}","{""make"": ""BMW"", ""model"": ""3"", ""engine"": ""1.6""}"
53850,MAZDA 2 1.5 08-,MAZDA 2 1.5 ,,,,2008,,,,,,,,,"{""make"": ""MAZDA"", ""model"": ""2"", ""engine"": ""1.5""}","{""make"": ""MAZDA"", ""model"": ""2"", ""engine"": ""1.5""}"
53851,MAZDA MX5 1.8 06-,MAZDA MX5 1.8 ,,,,2006,,,,,,,,,"{""make"": ""MAZDA"", ""model"": ""MX5"", ""engine"": ""1.8""}","{""make"": ""MAZDA"", ""model"": ""MX5"", ""engine"": ""1.8""}"
53852,BMW 5 2.0 88-,BMW 5 2.0 ,,,,1988,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.0""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.0""}"
53854,MERCEDES C-Series 2.7D 00-,MERCEDES C-Series 2.7D ,,,,2000,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""C-Series"", ""engine"": ""2.7D""}","{""make"": ""MERCEDES"", ""model"": ""C-Series"", ""engine"": ""2.7D""}"
53855,MERCEDES ATEGO 98-,MERCEDES ATEGO ,,,,1998,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}"
53855X,MERCEDES ATEGO 98-,MERCEDES ATEGO ,,,,1998,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}"
53856,MERCEDES ATEGO 98-,MERCEDES ATEGO ,,,,1998,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}"
53856X,MERCEDES ATEGO 98-,MERCEDES ATEGO ,,,,1998,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}"
53857,SMART Fortwo 1.0 07-,SMART Fortwo 1.0 ,,,,2007,,,,,,,,,"{""make"": ""SMART"", ""model"": ""Fortwo"", ""engine"": ""1.0""}","{""make"": ""SMART"", ""model"": ""Fortwo"", ""engine"": ""1.0""}"
53858,NISSAN ATLEON 00-,NISSAN ATLEON ,,,,2000,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""ATLEON"", ""engine"": """"}","{""make"": ""NISSAN"", ""model"": ""ATLEON"", ""engine"": """"}"
53859,NISSAN ATLEON 00-,NISSAN ATLEON ,,,,2000,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""ATLEON"", ""engine"": """"}","{""make"": ""NISSAN"", ""model"": ""ATLEON"", ""engine"": """"}"
53860,NISSAN NT400 3.0D 07-,NISSAN NT400 3.0D ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""NT400"", ""engine"": ""3.0D""}","{""make"": ""NISSAN"", ""model"": ""NT400"", ""engine"": ""3.0D""}"
53861,PEUGEOT Expert 2.0D 07-,PEUGEOT Expert 2.0D ,,,,2007,,,,,,,,,"{""make"": ""PEUGEOT"", ""model"": ""Expert"", ""engine"": ""2.0D""}","{""make"": ""PEUGEOT"", ""model"": ""Expert"", ""engine"": ""2.0D""}"
53862,OPEL Agila 1.2 00-,OPEL Agila 1.2 ,,,,2000,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}"
53862A,OPEL Agila 1.2 00-,OPEL Agila 1.2 ,,,,2000,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}"
53863,CITROËN C3 1.4D 02-,CITROËN C3 1.4D ,,,,2002,,,,,,,,,"{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""C3"", ""engine"": ""1.4D""}","{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""C3"", ""engine"": ""1.4D""}"
53864,VW Touareg 2.5D 03-,VW Touareg 2.5D ,,,,2003,,,,,,,,,"{""make"": ""VW"", ""model"": ""Touareg"", ""engine"": ""2.5D""}","{""make"": ""VW"", ""model"": ""Touareg"", ""engine"": ""2.5D""}"
53865,MERCEDES 190-Series 1.8 83-,MERCEDES Series 1.8 ,,,,190,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Series"", ""engine"": ""1.8""}","{""make"": ""MERCEDES"", ""model"": ""Series"", ""engine"": ""1.8""}"
53866,MERCEDES 190-Series 2.0D 83-,MERCEDES Series 2.0D ,,,,190,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Series"", ""engine"": ""2.0D""}","{""make"": ""MERCEDES"", ""model"": ""Series"", ""engine"": ""2.0D""}"
53867,MERCEDES ACTROS 96-,MERCEDES ACTROS ,,,,1996,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ACTROS"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""ACTROS"", ""engine"": """"}"
53868,MERCEDES ACTROS 96-,MERCEDES ACTROS ,,,,1996,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ACTROS"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""ACTROS"", ""engine"": """"}"
53870,BMW 5 2.5D 88-,BMW 5 2.5D ,,,,1988,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.5D""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.5D""}"
53871,OPEL VAUXHALL Omega 94-,OPEL VAUXHALL Omega ,,,,1994,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""VAUXHALL"", ""engine"": ""Omega""}","{""make"": ""OPEL"", ""model"": ""VAUXHALL"", ""engine"": ""Omega""}"
53872,MERCEDES E-Series 2.0 85-,MERCEDES E-Series 2.0 ,,,,1985,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.0""}","{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.0""}"
53873,SAAB 9-3 2.0 98-,SAAB 9-3 2.0 ,,,,1998,,,,,,,,,"{""make"": ""SAAB"", ""model"": ""9-3"", ""engine"": ""2.0""}","{""make"": ""SAAB"", ""model"": ""9-3"", ""engine"": ""2.0""}"
53874,MERCEDES 200-Series 2.5D 85-,MERCEDES Series 2.5D ,,,,200,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Series"", ""engine"": ""2.5D""}","{""make"": ""MERCEDES"", ""model"": ""Series"", ""engine"": ""2.5D""}"
53875,MERCEDES T2 2.4D 77-,MERCEDES T2 2.4D ,,,,1977,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""T2"", ""engine"": ""2.4D""}","{""make"": ""MERCEDES"", ""model"": ""T2"", ""engine"": ""2.4D""}"
53876,MERCEDES E-Series 2.0 85-,MERCEDES E-Series 2.0 ,,,,1985,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.0""}","{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.0""}"
53877,BMW 5 3.4 88-,BMW 5 3.4 ,,,,1988,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""3.4""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""3.4""}"
53878,MERCEDES C-Series 2.2D 00-,MERCEDES C-Series 2.2D ,,,,2000,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""C-Series"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""C-Series"", ""engine"": ""2.2D""}"
53881,SUZUKI Swift 1.0 89-,SUZUKI Swift 1.0 ,,,,1989,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Swift"", ""engine"": ""1.0""}","{""make"": ""SUZUKI"", ""model"": ""Swift"", ""engine"": ""1.0""}"
53882,SUZUKI Grand Vitara 2.0 98-,SUZUKI Grand Vitara 2.0 ,,,,1998,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}","{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}"
53883,MERCEDES ATEGO 98-,MERCEDES ATEGO ,,,,1998,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}"
53883X,MERCEDES ATEGO 98-,MERCEDES ATEGO ,,,,1998,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}"
53884,VW Golf 1.4 09-,VW Golf 1.4 ,,,,2009,,,,,,,,,"{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.4""}","{""make"": ""VW"", ""model"": ""Golf"", ""engine"": ""1.4""}"
53885,MERCEDES Sprinter 2.2D 07-,MERCEDES Sprinter 2.2D ,,,,2007,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Sprinter"", ""engine"": ""2.2D""}","{""make"": ""MERCEDES"", ""model"": ""Sprinter"", ""engine"": ""2.2D""}"
53886,SUBARU Forester 2.5 08-,SUBARU Forester 2.5 ,,,,2008,,,,,,,,,"{""make"": ""SUBARU"", ""model"": ""Forester"", ""engine"": ""2.5""}","{""make"": ""SUBARU"", ""model"": ""Forester"", ""engine"": ""2.5""}"
53887,SUBARU Tribeca 3.0 05-,SUBARU Tribeca 3.0 ,,,,2005,,,,,,,,,"{""make"": ""SUBARU"", ""model"": ""Tribeca"", ""engine"": ""3.0""}","{""make"": ""SUBARU"", ""model"": ""Tribeca"", ""engine"": ""3.0""}"
53888,MERCEDES MK 87-,MERCEDES MK ,,,,1987,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""MK"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""MK"", ""engine"": """"}"
53890,MERCEDES SK 87-,MERCEDES SK ,,,,1987,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""SK"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""SK"", ""engine"": """"}"
53891,MERCEDES Vario 4.2D 97-,MERCEDES Vario 4.2D ,,,,1997,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Vario"", ""engine"": ""4.2D""}","{""make"": ""MERCEDES"", ""model"": ""Vario"", ""engine"": ""4.2D""}"
53892,MERCEDES Vario 4.2D 97-,MERCEDES Vario 4.2D ,,,,1997,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Vario"", ""engine"": ""4.2D""}","{""make"": ""MERCEDES"", ""model"": ""Vario"", ""engine"": ""4.2D""}"
53893,MERCEDES ATEGO 98-,MERCEDES ATEGO ,,,,1998,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}","{""make"": ""MERCEDES"", ""model"": ""ATEGO"", ""engine"": """"}"
53894,TOYOTA Celica 1.8 00-,TOYOTA Celica 1.8 ,,,,2000,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Celica"", ""engine"": ""1.8""}","{""make"": ""TOYOTA"", ""model"": ""Celica"", ""engine"": ""1.8""}"
53895,MERCEDES Vario 2.9D 97-,MERCEDES Vario 2.9D ,,,,1997,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Vario"", ""engine"": ""2.9D""}","{""make"": ""MERCEDES"", ""model"": ""Vario"", ""engine"": ""2.9D""}"
53896,MERCEDES Vario 2.9D 97-,MERCEDES Vario 2.9D ,,,,1997,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""Vario"", ""engine"": ""2.9D""}","{""make"": ""MERCEDES"", ""model"": ""Vario"", ""engine"": ""2.9D""}"
53897,BMW 5 2.0 88-,BMW 5 2.0 ,,,,1988,,,,,,,,,"{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.0""}","{""make"": ""BMW"", ""model"": ""5"", ""engine"": ""2.0""}"
53898,OPEL Zafira 2.0D 99-,OPEL Zafira 2.0D ,,,,1999,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Zafira"", ""engine"": ""2.0D""}","{""make"": ""OPEL"", ""model"": ""Zafira"", ""engine"": ""2.0D""}"
53900,CHRYSLER Grand Voyager 3.8 08-,CHRYSLER Grand Voyager 3.8 ,,,,2008,,,,,,,,,"{""make"": ""CHRYSLER"", ""model"": ""Grand"", ""engine"": ""Voyager""}","{""make"": ""CHRYSLER"", ""model"": ""Grand"", ""engine"": ""Voyager""}"
53901,FIAT Freemont 2.0D 11-,FIAT Freemont 2.0D ,,,,2011,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""Freemont"", ""engine"": ""2.0D""}","{""make"": ""FIAT"", ""model"": ""Freemont"", ""engine"": ""2.0D""}"
53902,CHEVROLET Kalos 1.4 03-,CHEVROLET Kalos 1.4 ,,,,2003,,,,,,,,,"{""make"": ""CHEVROLET"", ""model"": ""Kalos"", ""engine"": ""1.4""}","{""make"": ""CHEVROLET"", ""model"": ""Kalos"", ""engine"": ""1.4""}"
53902A,CHEVROLET Kalos 1.4 03-,CHEVROLET Kalos 1.4 ,,,,2003,,,,,,,,,"{""make"": ""CHEVROLET"", ""model"": ""Kalos"", ""engine"": ""1.4""}","{""make"": ""CHEVROLET"", ""model"": ""Kalos"", ""engine"": ""1.4""}"
53903,CHEVROLET Aveo 1.4 06-,CHEVROLET Aveo 1.4 ,,,,2006,,,,,,,,,"{""make"": ""CHEVROLET"", ""model"": ""Aveo"", ""engine"": ""1.4""}","{""make"": ""CHEVROLET"", ""model"": ""Aveo"", ""engine"": ""1.4""}"
53904,MAZDA CX7 2.3 07-,MAZDA CX7 2.3 ,,,,2007,,,,,,,,,"{""make"": ""MAZDA"", ""model"": ""CX7"", ""engine"": ""2.3""}","{""make"": ""MAZDA"", ""model"": ""CX7"", ""engine"": ""2.3""}"
53905,MAZDA 3 1.6 09-,MAZDA 3 1.6 ,,,,2009,,,,,,,,,"{""make"": ""MAZDA"", ""model"": ""3"", ""engine"": ""1.6""}","{""make"": ""MAZDA"", ""model"": ""3"", ""engine"": ""1.6""}"
53906,MITSUBISHI ASX 1.6 10-,MITSUBISHI ASX 1.6 ,,,,2010,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""ASX"", ""engine"": ""1.6""}","{""make"": ""MITSUBISHI"", ""model"": ""ASX"", ""engine"": ""1.6""}"
53907,MITSUBISHI L200 2.5D 06-,MITSUBISHI L200 2.5D ,,,,2006,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""L200"", ""engine"": ""2.5D""}","{""make"": ""MITSUBISHI"", ""model"": ""L200"", ""engine"": ""2.5D""}"
53908,MITSUBISHI L200 2.5D 06-,MITSUBISHI L200 2.5D ,,,,2006,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""L200"", ""engine"": ""2.5D""}","{""make"": ""MITSUBISHI"", ""model"": ""L200"", ""engine"": ""2.5D""}"
53909,MITSUBISHI L200 2.5D 06-,MITSUBISHI L200 2.5D ,,,,2006,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""L200"", ""engine"": ""2.5D""}","{""make"": ""MITSUBISHI"", ""model"": ""L200"", ""engine"": ""2.5D""}"
53910,MITSUBISHI L200 2.5D 06-,MITSUBISHI L200 2.5D ,,,,2006,,,,,,,,,"{""make"": ""MITSUBISHI"", ""model"": ""L200"", ""engine"": ""2.5D""}","{""make"": ""MITSUBISHI"", ""model"": ""L200"", ""engine"": ""2.5D""}"
53911,NISSAN X-Trail 2.0D 07-,NISSAN X-Trail 2.0D ,,,,2007,,,,,,,,,"{""make"": ""NISSAN"", ""model"": ""X-Trail"", ""engine"": ""2.0D""}","{""make"": ""NISSAN"", ""model"": ""X-Trail"", ""engine"": ""2.0D""}"
53912,SUZUKI Grand Vitara 2.0D 98-,SUZUKI Grand Vitara 2.0D ,,,,1998,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}","{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}"
53913,SUZUKI Grand Vitara 1.6 98-,SUZUKI Grand Vitara 1.6 ,,,,1998,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}","{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}"
53914,SUZUKI Grand Vitara 1.6 98-,SUZUKI Grand Vitara 1.6 ,,,,1998,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}","{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}"
53915,SUZUKI Grand Vitara 2.0 05-,SUZUKI Grand Vitara 2.0 ,,,,2005,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}","{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}"
53916,SUZUKI Grand Vitara 2.0D 98-,SUZUKI Grand Vitara 2.0D ,,,,1998,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}","{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}"
53917,SUZUKI Grand Vitara 1.9D 05-,SUZUKI Grand Vitara 1.9D ,,,,2005,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}","{""make"": ""SUZUKI"", ""model"": ""Grand"", ""engine"": ""Vitara""}"
53918,OPEL Agila 1.2 08-,OPEL Agila 1.2 ,,,,2008,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}","{""make"": ""OPEL"", ""model"": ""Agila"", ""engine"": ""1.2""}"
53919,TOYOTA Land Cruiser 4.2D 98-,TOYOTA Land Cruiser 4.2D ,,,,1998,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Land"", ""engine"": ""Cruiser""}","{""make"": ""TOYOTA"", ""model"": ""Land"", ""engine"": ""Cruiser""}"
53921,TOYOTA Hilux 05-,TOYOTA Hilux ,,,,2005,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Hilux"", ""engine"": """"}","{""make"": ""TOYOTA"", ""model"": ""Hilux"", ""engine"": """"}"
53921A,TOYOTA Hilux 05-,TOYOTA Hilux ,,,,2005,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Hilux"", ""engine"": """"}","{""make"": ""TOYOTA"", ""model"": ""Hilux"", ""engine"": """"}"
53922,LEXUS ES 3.5 07-,LEXUS ES 3.5 ,,,,2007,,,,,,,,,"{""make"": ""LEXUS"", ""model"": ""ES"", ""engine"": ""3.5""}","{""make"": ""LEXUS"", ""model"": ""ES"", ""engine"": ""3.5""}"
53923,LEXUS LX 5.7 08-,LEXUS LX 5.7 ,,,,2008,,,,,,,,,"{""make"": ""LEXUS"", ""model"": ""LX"", ""engine"": ""5.7""}","{""make"": ""LEXUS"", ""model"": ""LX"", ""engine"": ""5.7""}"
53926,TOYOTA Auris 1.8 13-,TOYOTA Auris 1.8 ,,,,2013,,,,,,,,,"{""make"": ""TOYOTA"", ""model"": ""Auris"", ""engine"": ""1.8""}","{""make"": ""TOYOTA"", ""model"": ""Auris"", ""engine"": ""1.8""}"
53927,SUZUKI Wagon R 1.3 02-,SUZUKI Wagon R 1.3 ,,,,2002,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Wagon"", ""engine"": ""R""}","{""make"": ""SUZUKI"", ""model"": ""Wagon"", ""engine"": ""R""}"
53928,CHRYSLER 300 3.0D 04-,CHRYSLER 300 3.0D ,,,,2004,,,,,,,,,"{""make"": ""CHRYSLER"", ""model"": ""300"", ""engine"": ""3.0D""}","{""make"": ""CHRYSLER"", ""model"": ""300"", ""engine"": ""3.0D""}"
53929,SUBARU Impreza 2.5 07-,SUBARU Impreza 2.5 ,,,,2007,,,,,,,,,"{""make"": ""SUBARU"", ""model"": ""Impreza"", ""engine"": ""2.5""}","{""make"": ""SUBARU"", ""model"": ""Impreza"", ""engine"": ""2.5""}"
53930,SUZUKI Jimny 1.3 98-,SUZUKI Jimny 1.3 ,,,,1998,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Jimny"", ""engine"": ""1.3""}","{""make"": ""SUZUKI"", ""model"": ""Jimny"", ""engine"": ""1.3""}"
53930A,SUZUKI Jimny 1.3 98-,SUZUKI Jimny 1.3 ,,,,1998,,,,,,,,,"{""make"": ""SUZUKI"", ""model"": ""Jimny"", ""engine"": ""1.3""}","{""make"": ""SUZUKI"", ""model"": ""Jimny"", ""engine"": ""1.3""}"
53931,HYUNDAI i30 1.6 07-,HYUNDAI i30 1.6 ,,,,2007,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""i30"", ""engine"": ""1.6""}","{""make"": ""HYUNDAI"", ""model"": ""i30"", ""engine"": ""1.6""}"
53933,ALFA-ROMEO Giulietta 1.6D 10-,ALFA-ROMEO Giulietta 1.6D ,,,,2010,,,,,,,,,"{""make"": ""ALFA-ROMEO"", ""model"": ""Giulietta"", ""engine"": ""1.6D""}","{""make"": ""ALFA-ROMEO"", ""model"": ""Giulietta"", ""engine"": ""1.6D""}"
53934,FIAT Fiorino 1.3D 08-,FIAT Fiorino 1.3D ,,,,2008,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""Fiorino"", ""engine"": ""1.3D""}","{""make"": ""FIAT"", ""model"": ""Fiorino"", ""engine"": ""1.3D""}"
53935,FIAT Doblo 1.3D 10-,FIAT Doblo 1.3D ,,,,2010,,,,,,,,,"{""make"": ""FIAT"", ""model"": ""Doblo"", ""engine"": ""1.3D""}","{""make"": ""FIAT"", ""model"": ""Doblo"", ""engine"": ""1.3D""}"
53936,MERCEDES ML-Series 3.0D 05-,MERCEDES ML-Series 3.0D ,,,,2005,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ML-Series"", ""engine"": ""3.0D""}","{""make"": ""MERCEDES"", ""model"": ""ML-Series"", ""engine"": ""3.0D""}"
53937,MERCEDES ML-Series 4.0D 05-,MERCEDES ML-Series 4.0D ,,,,2005,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""ML-Series"", ""engine"": ""4.0D""}","{""make"": ""MERCEDES"", ""model"": ""ML-Series"", ""engine"": ""4.0D""}"
53938,RENAULT Kangoo 1.5D 98-,RENAULT Kangoo 1.5D ,,,,1998,,,,,,,,,"{""make"": ""RENAULT"", ""model"": ""Kangoo"", ""engine"": ""1.5D""}","{""make"": ""RENAULT"", ""model"": ""Kangoo"", ""engine"": ""1.5D""}"
53940,OPEL Frontera 2.8D 92-,OPEL Frontera 2.8D ,,,,1992,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Frontera"", ""engine"": ""2.8D""}","{""make"": ""OPEL"", ""model"": ""Frontera"", ""engine"": ""2.8D""}"
53941,CITROËN C5 2.0 01-,CITROËN C5 2.0 ,,,,2001,,,,,,,,,"{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""C5"", ""engine"": ""2.0""}","{""make"": ""CITRO\u00c3\u2039N"", ""model"": ""C5"", ""engine"": ""2.0""}"
53942,HYUNDAI Santa Fe 2.2D 06-,HYUNDAI Santa Fe 2.2D ,,,,2006,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Santa"", ""engine"": ""Fe""}","{""make"": ""HYUNDAI"", ""model"": ""Santa"", ""engine"": ""Fe""}"
53943,HYUNDAI Santa Fe 2.2D 06-,HYUNDAI Santa Fe 2.2D ,,,,2006,,,,,,,,,"{""make"": ""HYUNDAI"", ""model"": ""Santa"", ""engine"": ""Fe""}","{""make"": ""HYUNDAI"", ""model"": ""Santa"", ""engine"": ""Fe""}"
53944,VW Caravelle 1.6D 79-,VW Caravelle 1.6D ,,,,1979,,,,,,,,,"{""make"": ""VW"", ""model"": ""Caravelle"", ""engine"": ""1.6D""}","{""make"": ""VW"", ""model"": ""Caravelle"", ""engine"": ""1.6D""}"
53945,MERCEDES E-Series 2.9D 96-,MERCEDES E-Series 2.9D ,,,,1996,,,,,,,,,"{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.9D""}","{""make"": ""MERCEDES"", ""model"": ""E-Series"", ""engine"": ""2.9D""}"
53946,VOLVO V70 2.4D 00-,VOLVO V70 2.4D ,,,,2000,,,,,,,,,"{""make"": ""VOLVO"", ""model"": ""V70"", ""engine"": ""2.4D""}","{""make"": ""VOLVO"", ""model"": ""V70"", ""engine"": ""2.4D""}"
53947,OPEL Frontera 2.0 92-,OPEL Frontera 2.0 ,,,,1992,,,,,,,,,"{""make"": ""OPEL"", ""model"": ""Frontera"", ""engine"": ""2.0""}","{""make"": ""OPEL"", ""model"": ""Frontera"", ""engine"": ""2.0""}"
539501,SEAT Toledo 1.6 91-,SEAT Toledo 1.6 ,,,,1991,,,,,,,,,"{""make"": ""SEAT"", ""model"": ""Toledo"", ""engine"": ""1.6""}","{""make"": ""SEAT"", ""model"": ""Toledo"", ""engine"": ""1.6""}"
539504,AUDI A6 2.4 97-,AUDI A6 2.4 ,,,,1997,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""A6"", ""engine"": ""2.4""}","{""make"": ""AUDI"", ""model"": ""A6"", ""engine"": ""2.4""}"
539504A,AUDI A6 2.4 97-,AUDI A6 2.4 ,,,,1997,,,,,,,,,"{""make"": ""AUDI"", ""model"": ""A6"", ""engine"": ""2.4""}","{""make"": ""AUDI"", ""model"": ""A6"", ""engine"": ""2.4""}"
