partnumber,VehicleRawProperties_asli,VehicleRawProperties,make,Model,engine,Years,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,UvdbFromYearID,UvdbToYearID,Action,format_data,format_data
59121,RENAULT Clio 1.9D 90-,RENAULT Clio 1.9D ,,,,1990,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59122,DAEWOO Nubira 1.6 97-,DAEWOO Nubira 1.6 ,,,,1997,,,,,,,,,"{""make"": ""D"", ""model"": ""A"", ""engine"": ""E""}","{""make"": ""D"", ""model"": ""A"", ""engine"": ""E""}"
59125,AUDI A3 2.0 12-,AUDI A3 2.0 ,,,,2012,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
59129,JAGUAR XK 4.0 96-,JAGUAR XK 4.0 ,,,,1996,,,,,,,,,"{""make"": ""J"", ""model"": ""A"", ""engine"": ""G""}","{""make"": ""J"", ""model"": ""A"", ""engine"": ""G""}"
59130,PORSCHE Boxster 3.2 97-,PORSCHE Boxster 3.2 ,,,,1997,,,,,,,,,"{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}"
59131,PORSCHE Boxster 3.2 97-,PORSCHE Boxster 3.2 ,,,,1997,,,,,,,,,"{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}"
59132,FORD Transit 2.5D 95-,FORD Transit 2.5D ,,,,1995,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59133,MERCEDES C-Series 6.2 07-,MERCEDES C-Series 6.2 ,,,,2007,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
59134,FORD Fiesta 1.0 09-,FORD Fiesta 1.0 ,,,,2009,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59138,FORD Fiesta 1.0 09-,FORD Fiesta 1.0 ,,,,2009,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59139,PEUGEOT RCZ 1.6 10-,PEUGEOT RCZ 1.6 ,,,,2010,,,,,,,,,"{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}","{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}"
59144,CHEVROLET Cruze 1.6 09-,CHEVROLET Cruze 1.6 ,,,,2009,,,,,,,,,"{""make"": ""C"", ""model"": ""H"", ""engine"": ""E""}","{""make"": ""C"", ""model"": ""H"", ""engine"": ""E""}"
59145,VW Amarok 2.0D 10-,VW Amarok 2.0D ,,,,2010,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
59147,INFINITI FX 3.7 09-,INFINITI FX 3.7 ,,,,2009,,,,,,,,,"{""make"": ""I"", ""model"": ""N"", ""engine"": ""F""}","{""make"": ""I"", ""model"": ""N"", ""engine"": ""F""}"
59149,CHEVROLET Cobalt 1.5 11-,CHEVROLET Cobalt 1.5 ,,,,2011,,,,,,,,,"{""make"": ""C"", ""model"": ""H"", ""engine"": ""E""}","{""make"": ""C"", ""model"": ""H"", ""engine"": ""E""}"
59172,PORSCHE Panamera 3.0D 10-,PORSCHE Panamera 3.0D ,,,,2010,,,,,,,,,"{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}"
59174,LAND-ROVER Range Rover 3.0D 14-,LAND-ROVER Range Rover 3.0D ,,,,2014,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
59175,TOYOTA Prius 03/2009>,TOYOTA Prius 03/2009>,,,,,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
59176,LAND-ROVER Discovery 3.0D 17-,LAND-ROVER Discovery 3.0D ,,,,2017,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
59182,LAND-ROVER Range Rover 5.0 02-,LAND-ROVER Range Rover 5.0 ,,,,2002,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
59183,AUDI Q5 3.0D 09-,AUDI Q5 3.0D ,,,,2009,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
59200,KIA Optima 2.0 10-,KIA Optima 2.0 ,,,,2010,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59201,KIA Sorento 2.2D 10-,KIA Sorento 2.2D ,,,,2010,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59202,TOYOTA Avensis 2.2D 09-,TOYOTA Avensis 2.2D ,,,,2009,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
59205,MAZDA 5 2.0 10-,MAZDA 5 2.0 ,,,,2010,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}"
59206,MAZDA CX5 2.0 12-,MAZDA CX5 2.0 ,,,,2012,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}"
59207,DAIHATSU Cuore 1.0 07-,DAIHATSU Cuore 1.0 ,,,,2007,,,,,,,,,"{""make"": ""D"", ""model"": ""A"", ""engine"": ""I""}","{""make"": ""D"", ""model"": ""A"", ""engine"": ""I""}"
59208,SUZUKI Swift 1.2 11-,SUZUKI Swift 1.2 ,,,,2011,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
59209,SUZUKI Swift 1.3D 11-,SUZUKI Swift 1.3D ,,,,2011,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
59210,BMW Z 2.0 09-,BMW Z 2.0 ,,,,2009,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
59211,VW Golf 3.2 04-,VW Golf 3.2 ,,,,2004,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
59212,RENAULT Mascott 3.0D 99-,RENAULT Mascott 3.0D ,,,,1999,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59213,AIXAM Crossover 0.6D 12-,AIXAM Crossover 0.6D ,,,,2012,,,,,,,,,"{""make"": ""A"", ""model"": ""I"", ""engine"": ""X""}","{""make"": ""A"", ""model"": ""I"", ""engine"": ""X""}"
59215,MAN LION S STAR  00-,MAN LION S STAR  ,,,,2000,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
59216,VW Golf 1.6D 13-,VW Golf 1.6D ,,,,2013,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
59217,RENAULT Master 2.3D 10-,RENAULT Master 2.3D ,,,,2010,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59218,FORD Kuga 1.5 13-,FORD Kuga 1.5 ,,,,2013,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59219,LEXUS IS 2.2D 06-,LEXUS IS 2.2D ,,,,2006,,,,,,,,,"{""make"": ""L"", ""model"": ""E"", ""engine"": ""X""}","{""make"": ""L"", ""model"": ""E"", ""engine"": ""X""}"
59220,FORD Focus 2.5 05-,FORD Focus 2.5 ,,,,2005,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59221,NISSAN NV200 1.5D 09-,NISSAN NV200 1.5D ,,,,2009,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59222,NISSAN NV200 1.5D 09-,NISSAN NV200 1.5D ,,,,2009,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59223,NISSAN Micra 1.2 10-,NISSAN Micra 1.2 ,,,,2010,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59224,MAZDA 6 2.0 03-,MAZDA 6 2.0 ,,,,2003,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}"
59225,HONDA Accord 2.2D 09-,HONDA Accord 2.2D ,,,,2009,,,,,,,,,"{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}","{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}"
59226,HYUNDAI i20 1.4 08-,HYUNDAI i20 1.4 ,,,,2008,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
59227,SUBARU Outback 3.0 99-,SUBARU Outback 3.0 ,,,,1999,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""B""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""B""}"
59228,BMW X3 2.0D 11-,BMW X3 2.0D ,,,,2011,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
59229,TOYOTA RAV 4 2.0 94-,TOYOTA RAV 4 2.0 ,,,,1994,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
59230,FORD Kuga 1.5 13-,FORD Kuga 1.5 ,,,,2013,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59231,NISSAN Navara 3.0D 05-,NISSAN Navara 3.0D ,,,,2005,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59232,SUZUKI Vitara 1.6D 15-,SUZUKI Vitara 1.6D ,,,,2015,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
59233,HONDA CR-V 1.6D 12-,HONDA CR-V 1.6D ,,,,2012,,,,,,,,,"{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}","{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}"
59234,HONDA CR-V 2.0 12-,HONDA CR-V 2.0 ,,,,2012,,,,,,,,,"{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}","{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}"
59235,NISSAN Note 1.5D 13-,NISSAN Note 1.5D ,,,,2013,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59236,MINI Mini 2.0 14-,MINI Mini 2.0 ,,,,2014,,,,,,,,,"{""make"": ""M"", ""model"": ""I"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""I"", ""engine"": ""N""}"
59237,FORD Tourneo 1.6 14-,FORD Tourneo 1.6 ,,,,2014,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59238,JEEP Grand Cherokee 5.7 05-,JEEP Grand Cherokee 5.7 ,,,,2005,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
59239,MERCEDES B-Series 2.0 12-,MERCEDES B-Series 2.0 ,,,,2012,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
59240,HONDA Civic 1.4 12-,HONDA Civic 1.4 ,,,,2012,,,,,,,,,"{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}","{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}"
59241,NISSAN Note 1.2 13-,NISSAN Note 1.2 ,,,,2013,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59242,TOYOTA Prius 1.8 11-,TOYOTA Prius 1.8 ,,,,2011,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
59243,SUZUKI Vitara 1.6 15-,SUZUKI Vitara 1.6 ,,,,2015,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
59244,MAZDA CX3 1.5D 15-,MAZDA CX3 1.5D ,,,,2015,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}"
59245,MAZDA MX5 2.0 15-,MAZDA MX5 2.0 ,,,,2015,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}"
59246,HONDA CR-V 2.2D 12-,HONDA CR-V 2.2D ,,,,2012,,,,,,,,,"{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}","{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}"
59247,MITSUBISHI Outlander 2.2D 13-,MITSUBISHI Outlander 2.2D ,,,,2013,,,,,,,,,"{""make"": ""M"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""M"", ""model"": ""I"", ""engine"": ""T""}"
59248,MERCEDES V-Series 2.2D 14-,MERCEDES V-Series 2.2D ,,,,2014,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
59249,MAZDA 2 1.5 15-,MAZDA 2 1.5 ,,,,2015,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}"
59250,MAZDA CX3 2.0 15-,MAZDA CX3 2.0 ,,,,2015,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}"
59251,TOYOTA Prius 1.8 16-,TOYOTA Prius 1.8 ,,,,2016,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
59252,NISSAN Juke 1.5D 10-,NISSAN Juke 1.5D ,,,,2010,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59253,KIA Carens 2.0D 06-,KIA Carens 2.0D ,,,,2006,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59254,NISSAN Qashqai 1.5D 14-,NISSAN Qashqai 1.5D ,,,,2014,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59255,HYUNDAI i30 1.6 12-,HYUNDAI i30 1.6 ,,,,2012,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
59256,KIA Rio 1.1D 12-,KIA Rio 1.1D ,,,,2012,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59257,RENAULT Talisman 1.6D 16-,RENAULT Talisman 1.6D ,,,,2016,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59258,HYUNDAI i10 1.0 14-,HYUNDAI i10 1.0 ,,,,2014,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
59259,CHRYSLER PT Cruiser 2.2D 00-,CHRYSLER PT Cruiser 2.2D ,,,,2000,,,,,,,,,"{""make"": ""C"", ""model"": ""H"", ""engine"": ""R""}","{""make"": ""C"", ""model"": ""H"", ""engine"": ""R""}"
59260,CITROËN C4 1.8D 12-,CITROËN C4 1.8D ,,,,2012,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
59261,FORD Ranger 3.2D 11-,FORD Ranger 3.2D ,,,,2011,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59262,HYUNDAI i10 1.0 14-,HYUNDAI i10 1.0 ,,,,2014,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
59263,HYUNDAI i20 1.2 15-,HYUNDAI i20 1.2 ,,,,2015,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
59264,KIA Carens 2.0D 06-,KIA Carens 2.0D ,,,,2006,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59265,OPEL Corsa 1.3D 15-,OPEL Corsa 1.3D ,,,,2015,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
59266,OPEL Corsa 1.0 15-,OPEL Corsa 1.0 ,,,,2015,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
59267,NISSAN Juke 1.2 10-,NISSAN Juke 1.2 ,,,,2010,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59268,RENAULT Twingo 0.9 14-,RENAULT Twingo 0.9 ,,,,2014,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59270,RENAULT Megane 1.5D 16-,RENAULT Megane 1.5D ,,,,2016,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59271,RENAULT Kadjar 1.2 15-,RENAULT Kadjar 1.2 ,,,,2015,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59272,OPEL Corsa 1.4 15-,OPEL Corsa 1.4 ,,,,2015,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
59273,RENAULT Megane 1.2 16-,RENAULT Megane 1.2 ,,,,2016,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59274,SMART Fortwo 1.0 15-,SMART Fortwo 1.0 ,,,,2015,,,,,,,,,"{""make"": ""S"", ""model"": ""M"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""M"", ""engine"": ""A""}"
59275,NISSAN Qashqai 1.2 14-,NISSAN Qashqai 1.2 ,,,,2014,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59276,SUZUKI Swift 1.2 11-,SUZUKI Swift 1.2 ,,,,2011,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""Z""}"
59277,HYUNDAI i20 1.4 15-,HYUNDAI i20 1.4 ,,,,2015,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
59278,LEXUS LS 4.0 90-,LEXUS LS 4.0 ,,,,1990,,,,,,,,,"{""make"": ""L"", ""model"": ""E"", ""engine"": ""X""}","{""make"": ""L"", ""model"": ""E"", ""engine"": ""X""}"
59279,TOYOTA HILUX 01->,TOYOTA HILUX >,,,,2001,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
59280,PEUGEOT Boxer 2.0D 06-,PEUGEOT Boxer 2.0D ,,,,2006,,,,,,,,,"{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}","{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}"
59281,OPEL Zafira 2.0D 12-,OPEL Zafira 2.0D ,,,,2012,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
59282,FORD Mondeo 2.0D 14-,FORD Mondeo 2.0D ,,,,2014,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59283,MERCEDES SLK-Series 3.0 04-,MERCEDES SLK-Series 3.0 ,,,,2004,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
59284,FORD Mondeo 2.0D 14-,FORD Mondeo 2.0D ,,,,2014,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59285,BMW X1 2.0D 16-,BMW X1 2.0D ,,,,2016,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
59286,JEEP Renegade 1.6D 15-,JEEP Renegade 1.6D ,,,,2015,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
59287,HYUNDAI iX20 1.4 11-,HYUNDAI iX20 1.4 ,,,,2011,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
59288,MINI Mini 1.5 14-,MINI Mini 1.5 ,,,,2014,,,,,,,,,"{""make"": ""M"", ""model"": ""I"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""I"", ""engine"": ""N""}"
59289,MERCEDES Vito 1.6D 14-,MERCEDES Vito 1.6D ,,,,2014,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
59290,JEEP Renegade 2.0D 15-,JEEP Renegade 2.0D ,,,,2015,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
59291,KIA Sorento 2.2D 15-,KIA Sorento 2.2D ,,,,2015,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59292,HYUNDAI i30 12->,HYUNDAI i30 >,,,,2012,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
59293,FORD Transit 2.0D 14-,FORD Transit 2.0D ,,,,2014,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59294,PEUGEOT Boxer 2.0D 06-,PEUGEOT Boxer 2.0D ,,,,2006,,,,,,,,,"{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}","{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}"
59295,VAUXHALL Vivaro 1.6D 15-,VAUXHALL Vivaro 1.6D ,,,,2015,,,,,,,,,"{""make"": ""V"", ""model"": ""A"", ""engine"": ""U""}","{""make"": ""V"", ""model"": ""A"", ""engine"": ""U""}"
59296,KIA Sorento 2.2D 10-,KIA Sorento 2.2D ,,,,2010,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59297,KIA Carnival 2.9D 06-,KIA Carnival 2.9D ,,,,2006,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59298,RENAULT Trafic 1.6D 15-,RENAULT Trafic 1.6D ,,,,2015,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59299,RENAULT Trafic 1.6D 15-,RENAULT Trafic 1.6D ,,,,2015,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59300,FORD Focus 1.6 99-,FORD Focus 1.6 ,,,,1999,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59301,JEEP Cherokee 4.0 84-,JEEP Cherokee 4.0 ,,,,1984,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
59302,PEUGEOT 3008 1.2 16-,PEUGEOT 3008 1.2 ,,,,2016,,,,,,,,,"{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}","{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}"
