partnumber,VehicleRawProperties_asli,VehicleRawProperties,make,Model,engine,Years,VehicleDataStandard,TypeId,ImportId,ImportTable,VehicleImportRegion,UvdbFromYearID,UvdbToYearID,Action,format_data,format_data
59302A,PEUGEOT 3008 1.2 16-,PEUGEOT 3008 1.2 ,,,,2016,,,,,,,,,"{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}","{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}"
59303,LDV Maxus 2.5D 05-,LDV Maxus 2.5D ,,,,2005,,,,,,,,,"{""make"": ""L"", ""model"": ""D"", ""engine"": ""V""}","{""make"": ""L"", ""model"": ""D"", ""engine"": ""V""}"
59304,LAND-ROVER Discovery 3.0D 10-,LAND-ROVER Discovery 3.0D ,,,,2010,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
59306,NISSAN Qashqai 1.6 07-,NISSAN Qashqai 1.6 ,,,,2007,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59306A,NISSAN Qashqai 1.6 07-,NISSAN Qashqai 1.6 ,,,,2007,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59307,ALFA-ROMEO Giulietta 1.8 10-,ALFA-ROMEO Giulietta 1.8 ,,,,2010,,,,,,,,,"{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}","{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}"
59308,LDV,LDV,,,,,,,,,,,,,"{""make"": ""L"", ""model"": ""D"", ""engine"": ""V""}","{""make"": ""L"", ""model"": ""D"", ""engine"": ""V""}"
59309,JEEP Cherokee 2.8D 02-,JEEP Cherokee 2.8D ,,,,2002,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
59310,LAND-ROVER Discovery 4.0 90-,LAND-ROVER Discovery 4.0 ,,,,1990,,,,,,,,,"{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""L"", ""model"": ""A"", ""engine"": ""N""}"
59311,AUDI A4 3.0D 05-,AUDI A4 3.0D ,,,,2005,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
59312,TOYOTA Hilux 2.5D 95-,TOYOTA Hilux 2.5D ,,,,1995,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
59313,JEEP Cherokee 2.8D 02-,JEEP Cherokee 2.8D ,,,,2002,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
59314,LDV 98->,LDV >,,,,1998,,,,,,,,,"{""make"": ""L"", ""model"": ""D"", ""engine"": ""V""}","{""make"": ""L"", ""model"": ""D"", ""engine"": ""V""}"
59315,KIA Venga 1.4D 10-,KIA Venga 1.4D ,,,,2010,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59315A,KIA Venga 1.4D 10-,KIA Venga 1.4D ,,,,2010,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59316,OPEL Mokka 1.7D 13-,OPEL Mokka 1.7D ,,,,2013,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
59317,FORD KA+ 1.2 15-,FORD KA+ 1.2 ,,,,2015,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59318,HONDA Jazz 1.4 08-,HONDA Jazz 1.4 ,,,,2008,,,,,,,,,"{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}","{""make"": ""H"", ""model"": ""O"", ""engine"": ""N""}"
59319,OPEL Mokka 1.4 13-,OPEL Mokka 1.4 ,,,,2013,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
59320,CITROËN C4 1.6D 13-,CITROËN C4 1.6D ,,,,2013,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
59321,AUDI A4 4.2 01-,AUDI A4 4.2 ,,,,2001,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
59322,SAAB 9-3 2.0 98-,SAAB 9-3 2.0 ,,,,1998,,,,,,,,,"{""make"": ""S"", ""model"": ""A"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""A"", ""engine"": ""A""}"
59323,MERCEDES G-Series 3.0D 90-,MERCEDES G-Series 3.0D ,,,,1990,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
59324,MERCEDES 190 86->,MERCEDES 190 >,,,,1986,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
59325,MAZDA Premacy 2.0D 99-,MAZDA Premacy 2.0D ,,,,1999,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""Z""}"
59326,FORD Kuga 2.0D 13-,FORD Kuga 2.0D ,,,,2013,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59327,FORD Fiesta 1.6 09-,FORD Fiesta 1.6 ,,,,2009,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
59328,NISSAN Qashqai 1.2 14-,NISSAN Qashqai 1.2 ,,,,2014,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59340,JEEP Grand Cherokee 2.7D 99-,JEEP Grand Cherokee 2.7D ,,,,1999,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
59341,HYUNDAI iX20 1.4 11-,HYUNDAI iX20 1.4 ,,,,2011,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
59342,SSANGYONG Kyron 2.0D 05-,SSANGYONG Kyron 2.0D ,,,,2005,,,,,,,,,"{""make"": ""S"", ""model"": ""S"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""S"", ""engine"": ""A""}"
59343,OPEL Mokka 1.4 13-,OPEL Mokka 1.4 ,,,,2013,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
59344,TOYOTA HILUX 98->,TOYOTA HILUX >,,,,1998,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
59345,HYUNDAI Tucson 2.0D 05-,HYUNDAI Tucson 2.0D ,,,,2005,,,,,,,,,"{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}","{""make"": ""H"", ""model"": ""Y"", ""engine"": ""U""}"
59346,MERCEDES E-Series 2.2D 09-,MERCEDES E-Series 2.2D ,,,,2009,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
59347,NISSAN X-Trail 2.2D 01-,NISSAN X-Trail 2.2D ,,,,2001,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59348,SUBARU FORESTER 97->,SUBARU FORESTER >,,,,1997,,,,,,,,,"{""make"": ""S"", ""model"": ""U"", ""engine"": ""B""}","{""make"": ""S"", ""model"": ""U"", ""engine"": ""B""}"
59349,FIAT Sedici 2.0D 06-,FIAT Sedici 2.0D ,,,,2006,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
59350,NISSAN MICRA 10->,NISSAN MICRA >,,,,2010,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59351,SKODA Felicia 1.6 95-,SKODA Felicia 1.6 ,,,,1995,,,,,,,,,"{""make"": ""S"", ""model"": ""K"", ""engine"": ""O""}","{""make"": ""S"", ""model"": ""K"", ""engine"": ""O""}"
59352,VW Tiguan 2.0D 08-,VW Tiguan 2.0D ,,,,2008,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
59352A,VW Tiguan 2.0D 08-,VW Tiguan 2.0D ,,,,2008,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
59353,ALFA-ROMEO 147 1.6 01-,ALFA-ROMEO 147 1.6 ,,,,2001,,,,,,,,,"{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}","{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}"
59354,RENAULT Scenic 1.6D 09-,RENAULT Scenic 1.6D ,,,,2009,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59354A,RENAULT Scenic 1.6D 09-,RENAULT Scenic 1.6D ,,,,2009,,,,,,,,,"{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}","{""make"": ""R"", ""model"": ""E"", ""engine"": ""N""}"
59355,PEUGEOT 3008 1.2 16-,PEUGEOT 3008 1.2 ,,,,2016,,,,,,,,,"{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}","{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}"
59356,KIA Soul 1.6D 14-,KIA Soul 1.6D ,,,,2014,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59357,CITROËN C4 1.6D 10-,CITROËN C4 1.6D ,,,,2010,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
59357A,CITROEN C4 10-,CITROEN C4 ,,,,2010,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
59358,KIA Sorento 2.2D 15-,KIA Sorento 2.2D ,,,,2015,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59359,NISSAN MICRA 10->,NISSAN MICRA >,,,,2010,,,,,,,,,"{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}","{""make"": ""N"", ""model"": ""I"", ""engine"": ""S""}"
59360,JEEP CHEROKEE 01->,JEEP CHEROKEE >,,,,2001,,,,,,,,,"{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}","{""make"": ""J"", ""model"": ""E"", ""engine"": ""E""}"
59361,MERCEDES B-Series 1.6 12-,MERCEDES B-Series 1.6 ,,,,2012,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
59362,OPEL Mokka 1.7D 13-,OPEL Mokka 1.7D ,,,,2013,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
59363,KIA Sorento 2.2D 15-,KIA Sorento 2.2D ,,,,2015,,,,,,,,,"{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""K"", ""model"": ""I"", ""engine"": ""A""}"
59364,FIAT Grande Punto 1.3D 06-,FIAT Grande Punto 1.3D ,,,,2006,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
596712,TOYOTA Land Cruiser 4.5 90-,TOYOTA Land Cruiser 4.5 ,,,,1990,,,,,,,,,"{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}","{""make"": ""T"", ""model"": ""O"", ""engine"": ""Y""}"
599563,MAN NG NL NÜ BUS,MAN NG NL NÜ BUS,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
599563X,MAN NG NL NÜ BUS,MAN NG NL NÜ BUS,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
30015,AUDI A6 2.0D 04-,AUDI A6 2.0D ,,,,2004,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
30021,"MERCEDES 1850, 1851 LS, LLS 03-","MERCEDES 1850, 1851 LS, LLS ",,,,2003,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
30021X,"MERCEDES 1850, 1851 LS, LLS 03-","MERCEDES 1850, 1851 LS, LLS ",,,,2003,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
30023,VW Golf 1.9D 92-,VW Golf 1.9D ,,,,1992,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
30037,FORD Transit 2.2D 06-,FORD Transit 2.2D ,,,,2006,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
30038,FIAT Strada 1.3D 98-,FIAT Strada 1.3D ,,,,1998,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
30045,VW Golf 1.4 09-,VW Golf 1.4 ,,,,2009,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
30066A,PEUGEOT Boxer 2.2D 02-,PEUGEOT Boxer 2.2D ,,,,2002,,,,,,,,,"{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}","{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}"
30093,MAN 10.150 FOC 95-,MAN 10.150 FOC ,,,,1995,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
30097,IVECO Daily 05/1991-04/1996,IVECO Daily 05/04/1996,,,,1991,,,,,,,,,"{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}","{""make"": ""I"", ""model"": ""V"", ""engine"": ""E""}"
30099,MAN 10.150 FOC 95-,MAN 10.150 FOC ,,,,1995,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
30104,STEYR,STEYR,,,,,,,,,,,,,"{""make"": ""S"", ""model"": ""T"", ""engine"": ""E""}","{""make"": ""S"", ""model"": ""T"", ""engine"": ""E""}"
30108A,VW Sharan 1.9D 96-,VW Sharan 1.9D ,,,,1996,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
30118,AUDI A6 2.5D 97-,AUDI A6 2.5D ,,,,1997,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
30118A,AUDI A6 2.5D 97-,AUDI A6 2.5D ,,,,1997,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
30119,BMW 3 2.0D 98-,BMW 3 2.0D ,,,,1998,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
30119A,BMW 3 2.0D 98-,BMW 3 2.0D ,,,,1998,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
30122A,FIAT Multipla 1.9D 99-,FIAT Multipla 1.9D ,,,,1999,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
30123A,ALFA-ROMEO 156 1.9D 97-,ALFA-ROMEO 156 1.9D ,,,,1997,,,,,,,,,"{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}","{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}"
30127A,VW Passat 1.8 97-,VW Passat 1.8 ,,,,1997,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
30129,BMW 5 3.0D 96-,BMW 5 3.0D ,,,,1996,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
30129A,BMW 5 3.0D 96-,BMW 5 3.0D ,,,,1996,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
30131,AUDI A4 2.5D 95-,AUDI A4 2.5D ,,,,1995,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
30133,AUDI A4 2.5D 95-,AUDI A4 2.5D ,,,,1995,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
30134,FIAT Bravo 1.6 95-,FIAT Bravo 1.6 ,,,,1995,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
30138,VW Passat 1.9D 01-,VW Passat 1.9D ,,,,2001,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
30138A,VW Passat 1.9D 01-,VW Passat 1.9D ,,,,2001,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
30139A,FORD Galaxy 1.9D 95-,FORD Galaxy 1.9D ,,,,1995,,,,,,,,,"{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""F"", ""model"": ""O"", ""engine"": ""R""}"
30140A,FIAT Doblo 1.9D 01-,FIAT Doblo 1.9D ,,,,2001,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
30141,FIAT Punto 1.9D 00-,FIAT Punto 1.9D ,,,,2000,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
30142,ALFA-ROMEO 147 1.9D 01-,ALFA-ROMEO 147 1.9D ,,,,2001,,,,,,,,,"{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}","{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}"
30142A,ALFA-ROMEO 147 1.9D 01-,ALFA-ROMEO 147 1.9D ,,,,2001,,,,,,,,,"{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}","{""make"": ""A"", ""model"": ""L"", ""engine"": ""F""}"
30144,MAN L 2000    (4CYL) -,MAN L 2000    (4CYL) -,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
30146,KÄSSBOHRER BUS,KÄSSBOHRER BUS,,,,,,,,,,,,,"{""make"": ""K"", ""model"": ""\u00c3"", ""engine"": ""\u201e""}","{""make"": ""K"", ""model"": ""\u00c3"", ""engine"": ""\u201e""}"
30147A,VW Passat 1.8 01-,VW Passat 1.8 ,,,,2001,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
30148A,AUDI A4 1.9D 01-,AUDI A4 1.9D ,,,,2001,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
30151,MERCEDES A-Series 1.7D 98-,MERCEDES A-Series 1.7D ,,,,1998,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
30154A,BMW 3 2.0D 98-,BMW 3 2.0D ,,,,1998,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
30155,MAN L 2000    (6CYL)  -->12 TON -,MAN L 2000    (6CYL)  -->12 TON -,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
30157,MAN BUS,MAN BUS,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
30161A,MERCEDES C-Series 2.2D 00-,MERCEDES C-Series 2.2D ,,,,2000,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
30164A,MERCEDES C-Series 1.8 00-,MERCEDES C-Series 1.8 ,,,,2000,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
30165A,BMW X3 2.0D 04-,BMW X3 2.0D ,,,,2004,,,,,,,,,"{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}","{""make"": ""B"", ""model"": ""M"", ""engine"": ""W""}"
30166,VW Sharan 2.0D 96-,VW Sharan 2.0D ,,,,1996,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
30167A,FIAT Panda 1.3D 04-,FIAT Panda 1.3D ,,,,2004,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
30170,AUDI A6 2.5D 97-,AUDI A6 2.5D ,,,,1997,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
30171,"MAN FRH 352,RH 353 95-","MAN FRH 352,RH 353 ",,,,1995,,,,,,,,,"{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}","{""make"": ""M"", ""model"": ""A"", ""engine"": ""N""}"
30176,MERCEDES Citaro G 98-,MERCEDES Citaro G ,,,,1998,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
30176X,MERCEDES Citaro G 98-,MERCEDES Citaro G ,,,,1998,,,,,,,,,"{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}","{""make"": ""M"", ""model"": ""E"", ""engine"": ""R""}"
30177,SMART Fortwo 0.8D 04-,SMART Fortwo 0.8D ,,,,2004,,,,,,,,,"{""make"": ""S"", ""model"": ""M"", ""engine"": ""A""}","{""make"": ""S"", ""model"": ""M"", ""engine"": ""A""}"
30178,VW Touareg 2.5D 03-,VW Touareg 2.5D ,,,,2003,,,,,,,,,"{""make"": ""V"", ""model"": ""W"", ""engine"": """"}","{""make"": ""V"", ""model"": ""W"", ""engine"": """"}"
30179,OPEL Corsa 1.3D 15-,OPEL Corsa 1.3D ,,,,2015,,,,,,,,,"{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}","{""make"": ""O"", ""model"": ""P"", ""engine"": ""E""}"
30183,FIAT 500 0.9 08-,FIAT 500 0.9 ,,,,2008,,,,,,,,,"{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}","{""make"": ""F"", ""model"": ""I"", ""engine"": ""A""}"
30184,PORSCHE Panamera 4.8 10-,PORSCHE Panamera 4.8 ,,,,2010,,,,,,,,,"{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}"
30185,PORSCHE Panamera 4.8 10-,PORSCHE Panamera 4.8 ,,,,2010,,,,,,,,,"{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}"
30186,PORSCHE 911 3.8 05-,PORSCHE 911 3.8 ,,,,2005,,,,,,,,,"{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}"
30187,PORSCHE 911 3.8 05-,PORSCHE 911 3.8 ,,,,2005,,,,,,,,,"{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}","{""make"": ""P"", ""model"": ""O"", ""engine"": ""R""}"
30188,Mercedes 1823,Mercedes 1823,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}","{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}"
30188X,Mercedes 1823,Mercedes 1823,,,,,,,,,,,,,"{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}","{""make"": ""M"", ""model"": ""e"", ""engine"": ""r""}"
30189,AUDI Q5 3.0D 09-,AUDI Q5 3.0D ,,,,2009,,,,,,,,,"{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}","{""make"": ""A"", ""model"": ""U"", ""engine"": ""D""}"
30190,CITROËN C4 1.6D 07-,CITROËN C4 1.6D ,,,,2007,,,,,,,,,"{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}","{""make"": ""C"", ""model"": ""I"", ""engine"": ""T""}"
30191,PEUGEOT 3008 1.6 09-,PEUGEOT 3008 1.6 ,,,,2009,,,,,,,,,"{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}","{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}"
30192,PEUGEOT Expert 2.0D 07-,PEUGEOT Expert 2.0D ,,,,2007,,,,,,,,,"{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}","{""make"": ""P"", ""model"": ""E"", ""engine"": ""U""}"
